time	clk	uut_out_1	uut_out_15	uut_out2
34980us	1	0	0	0
34990us	0	0	0	0
35000us	1	0	0	0
35010us	0	0	0	0
35020us	1	0	0	0
35030us	0	0	0	0
35040us	1	0	0	0
35050us	0	0	0	0
35060us	1	0	0	0
35070us	0	0	0	0
35080us	1	0	0	0
35090us	0	0	0	0
35100us	1	0	0	0
35110us	0	0	0	0
35120us	1	0	0	0
35130us	0	0	0	0
35140us	1	0	0	0
35150us	0	0	0	0
35160us	1	0	0	0
35170us	0	0	0	0
35180us	1	0	0	0
35190us	0	0	0	0
35200us	1	0	0	0
35210us	0	0	0	0
35220us	1	0	0	0
35230us	0	0	0	0
35240us	1	0	0	0
35250us	0	0	0	0
35260us	1	0	0	0
35270us	0	0	0	0
35280us	1	0	0	0
35290us	0	0	0	0
35300us	1	0	0	0
35310us	0	0	0	0
35320us	1	0	0	0
35330us	0	0	0	0
35340us	1	0	0	0
35350us	0	0	0	0
35360us	1	0	0	0
35370us	0	0	0	0
35380us	1	0	0	0
35390us	0	0	0	0
35400us	1	0	0	0
35410us	0	0	0	0
35420us	1	0	0	0
35430us	0	0	0	0
35440us	1	0	0	0
35450us	0	0	0	0
35460us	1	0	0	0
35470us	0	0	0	0
35480us	1	0	0	0
35490us	0	0	0	0
35500us	1	0	0	0
35510us	0	0	0	0
35520us	1	0	0	0
35530us	0	0	0	0
35540us	1	0	0	0
35550us	0	0	0	0
35560us	1	0	0	0
35570us	0	0	0	0
35580us	1	0	0	0
35590us	0	0	0	0
35600us	1	0	0	0
35610us	0	0	0	0
35620us	1	0	0	0
35630us	0	0	0	0
35640us	1	0	0	0
35650us	0	0	0	0
35660us	1	0	0	0
35670us	0	0	0	0
35680us	1	0	0	0
35690us	0	0	0	0
35700us	1	0	0	0
35710us	0	0	0	0
35720us	1	0	0	0
35730us	0	0	0	0
35740us	1	0	0	0
35750us	0	0	0	0
35760us	1	0	0	0
35770us	0	0	0	0
35780us	1	0	0	0
35790us	0	0	0	0
35800us	1	0	0	0
35810us	0	0	0	0
35820us	1	0	0	0
35830us	0	0	0	0
35840us	1	0	0	0
35850us	0	0	0	0
35860us	1	0	0	0
35870us	0	0	0	0
35880us	1	0	0	0
35890us	0	0	0	0
35900us	1	0	0	0
35910us	0	0	0	0
35920us	1	0	0	0
35930us	0	0	0	0
35940us	1	0	0	0
35950us	0	0	0	0
35960us	1	0	0	0
35970us	0	0	0	0
35980us	1	0	0	0
35990us	0	0	0	0
36000us	1	0	0	0
36010us	0	0	0	0
36020us	1	0	0	0
36030us	0	0	0	0
36040us	1	0	0	0
36050us	0	0	0	0
36060us	1	0	0	0
36070us	0	0	0	0
36080us	1	0	0	0
36090us	0	0	0	0
36100us	1	0	0	0
36110us	0	0	0	0
36120us	1	0	0	0
36130us	0	0	0	0
36140us	1	0	0	0
36150us	0	0	0	0
36160us	1	0	0	0
36170us	0	0	0	0
36180us	1	0	0	0
36190us	0	0	0	0
36200us	1	0	0	0
36210us	0	0	0	0
36220us	1	0	0	0
36230us	0	0	0	0
36240us	1	0	0	0
36250us	0	0	0	0
36260us	1	0	0	0
36270us	0	0	0	0
36280us	1	0	0	0
36290us	0	0	0	0
36300us	1	0	0	0
36310us	0	0	0	0
36320us	1	0	0	0
36330us	0	0	0	0
36340us	1	0	0	0
36350us	0	0	0	0
36360us	1	0	0	0
36370us	0	0	0	0
36380us	1	0	0	0
36390us	0	0	0	0
36400us	1	0	0	0
36410us	0	0	0	0
36420us	1	0	0	0
36430us	0	0	0	0
36440us	1	0	0	0
36450us	0	0	0	0
36460us	1	0	0	0
36470us	0	0	0	0
36480us	1	0	0	0
36490us	0	0	0	0
36500us	1	0	0	0
36510us	0	0	0	0
36520us	1	0	0	0
36530us	0	0	0	0
36540us	1	0	0	0
36550us	0	0	0	0
36560us	1	0	0	0
36570us	0	0	0	0
36580us	1	0	0	0
36590us	0	0	0	0
36600us	1	0	0	0
36610us	0	0	0	0
36620us	1	0	0	0
36630us	0	0	0	0
36640us	1	0	0	0
36650us	0	0	0	0
36660us	1	0	0	0
36670us	0	0	0	0
36680us	1	0	0	0
36690us	0	0	0	0
36700us	1	0	0	0
36710us	0	0	0	0
36720us	1	0	0	0
36730us	0	0	0	0
36740us	1	0	0	0
36750us	0	0	0	0
36760us	1	0	0	0
36770us	0	0	0	0
36780us	1	0	0	0
36790us	0	0	0	0
36800us	1	0	0	0
36810us	0	0	0	0
36820us	1	0	0	0
36830us	0	0	0	0
36840us	1	0	0	0
36850us	0	0	0	0
36860us	1	0	0	0
36870us	0	0	0	0
36880us	1	0	0	0
36890us	0	0	0	0
36900us	1	0	0	0
36910us	0	0	0	0
36920us	1	0	0	0
36930us	0	0	0	0
36940us	1	0	0	0
36950us	0	0	0	0
36960us	1	0	0	0
36970us	0	0	0	0
36980us	1	0	0	0
36990us	0	0	0	0
37000us	1	0	0	0
37010us	0	0	0	0
37020us	1	0	0	0
37030us	0	0	0	0
37040us	1	0	0	0
37050us	0	0	0	0
37060us	1	0	0	0
37070us	0	0	0	0
37080us	1	0	0	0
37090us	0	0	0	0
37100us	1	0	0	0
37110us	0	0	0	0
37120us	1	0	0	0
37130us	0	0	0	0
37140us	1	0	0	0
37150us	0	0	0	0
37160us	1	0	0	0
37170us	0	0	0	0
37180us	1	0	0	0
37190us	0	0	0	0
37200us	1	0	0	0
37210us	0	0	0	0
37220us	1	0	0	0
37230us	0	0	0	0
37240us	1	0	0	0
37250us	0	0	0	0
37260us	1	0	0	0
37270us	0	0	0	0
37280us	1	0	0	0
37290us	0	0	0	0
37300us	1	0	0	0
37310us	0	0	0	0
37320us	1	0	0	0
37330us	0	0	0	0
37340us	1	0	0	0
37350us	0	0	0	0
37360us	1	0	0	0
37370us	0	0	0	0
37380us	1	0	0	0
37390us	0	0	0	0
37400us	1	0	0	0
37410us	0	0	0	0
37420us	1	0	0	0
37430us	0	0	0	0
37440us	1	0	0	0
37450us	0	0	0	0
37460us	1	0	0	0
37470us	0	0	0	0
37480us	1	0	0	0
37490us	0	0	0	0
37500us	1	0	0	0
37510us	0	0	0	0
37520us	1	0	0	0
37530us	0	0	0	0
37540us	1	0	0	0
37550us	0	0	0	0
37560us	1	0	0	0
37570us	0	0	0	0
37580us	1	0	0	0
37590us	0	0	0	0
37600us	1	0	0	0
37610us	0	0	0	0
37620us	1	0	0	0
37630us	0	0	0	0
37640us	1	0	0	0
37650us	0	0	0	0
37660us	1	0	0	0
37670us	0	0	0	0
37680us	1	0	0	0
37690us	0	0	0	0
37700us	1	0	0	0
37710us	0	0	0	0
37720us	1	0	0	0
37730us	0	0	0	0
37740us	1	0	0	0
37750us	0	0	0	0
37760us	1	0	0	0
37770us	0	0	0	0
37780us	1	0	0	0
37790us	0	0	0	0
37800us	1	0	0	0
37810us	0	0	0	0
37820us	1	0	0	0
37830us	0	0	0	0
37840us	1	0	0	0
37850us	0	0	0	0
37860us	1	0	0	0
37870us	0	0	0	0
37880us	1	0	0	0
37890us	0	0	0	0
37900us	1	0	0	0
37910us	0	0	0	0
37920us	1	0	0	0
37930us	0	0	0	0
37940us	1	0	0	0
37950us	0	0	0	0
37960us	1	0	0	0
37970us	0	0	0	0
37980us	1	0	0	0
37990us	0	0	0	0
38000us	1	0	0	0
38010us	0	0	0	0
38020us	1	0	0	0
38030us	0	0	0	0
38040us	1	0	0	0
38050us	0	0	0	0
38060us	1	0	0	0
38070us	0	0	0	0
38080us	1	0	0	0
38090us	0	0	0	0
38100us	1	0	0	0
38110us	0	0	0	0
38120us	1	0	0	0
38130us	0	0	0	0
38140us	1	0	0	0
38150us	0	0	0	0
38160us	1	0	0	0
38170us	0	0	0	0
38180us	1	0	0	0
38190us	0	0	0	0
38200us	1	0	0	0
38210us	0	0	0	0
38220us	1	0	0	0
38230us	0	0	0	0
38240us	1	0	0	0
38250us	0	0	0	0
38260us	1	0	0	0
38270us	0	0	0	0
38280us	1	0	0	0
38290us	0	0	0	0
38300us	1	0	0	0
38310us	0	0	0	0
38320us	1	0	0	0
38330us	0	0	0	0
38340us	1	0	0	0
38350us	0	0	0	0
38360us	1	0	0	0
38370us	0	0	0	0
38380us	1	0	0	0
38390us	0	0	0	0
38400us	1	0	0	0
38410us	0	0	0	0
38420us	1	0	0	0
38430us	0	0	0	0
38440us	1	0	0	0
38450us	0	0	0	0
38460us	1	0	0	0
38470us	0	0	0	0
38480us	1	0	0	0
38490us	0	0	0	0
38500us	1	0	0	0
38510us	0	0	0	0
38520us	1	0	0	0
38530us	0	0	0	0
38540us	1	0	0	0
38550us	0	0	0	0
38560us	1	0	0	0
38570us	0	0	0	0
38580us	1	0	0	0
38590us	0	0	0	0
38600us	1	0	0	0
38610us	0	0	0	0
38620us	1	0	0	0
38630us	0	0	0	0
38640us	1	0	0	0
38650us	0	0	0	0
38660us	1	0	0	0
38670us	0	0	0	0
38680us	1	0	0	0
38690us	0	0	0	0
38700us	1	0	0	0
38710us	0	0	0	0
38720us	1	0	0	0
38730us	0	0	0	0
38740us	1	0	0	0
38750us	0	0	0	0
38760us	1	0	0	0
38770us	0	0	0	0
38780us	1	0	0	0
38790us	0	0	0	0
38800us	1	0	0	0
38810us	0	0	0	0
38820us	1	0	0	0
38830us	0	0	0	0
38840us	1	0	0	0
38850us	0	0	0	0
38860us	1	0	0	0
38870us	0	0	0	0
38880us	1	0	0	0
38890us	0	0	0	0
38900us	1	0	0	0
38910us	0	0	0	0
38920us	1	0	0	0
38930us	0	0	0	0
38940us	1	0	0	0
38950us	0	0	0	0
38960us	1	0	0	0
38970us	0	0	0	0
38980us	1	0	0	0
38990us	0	0	0	0
39000us	1	0	0	0
39010us	0	0	0	0
39020us	1	0	0	0
39030us	0	0	0	0
39040us	1	0	0	0
39050us	0	0	0	0
39060us	1	0	0	0
39070us	0	0	0	0
39080us	1	0	0	0
39090us	0	0	0	0
39100us	1	0	0	0
39110us	0	0	0	0
39120us	1	0	0	0
39130us	0	0	0	0
39140us	1	0	0	0
39150us	0	0	0	0
39160us	1	0	0	0
39170us	0	0	0	0
39180us	1	0	0	0
39190us	0	0	0	0
39200us	1	0	0	0
39210us	0	0	0	0
39220us	1	0	0	0
39230us	0	0	0	0
39240us	1	0	0	0
39250us	0	0	0	0
39260us	1	0	0	0
39270us	0	0	0	0
39280us	1	0	0	0
39290us	0	0	0	0
39300us	1	0	0	0
39310us	0	0	0	0
39320us	1	0	0	0
39330us	0	0	0	0
39340us	1	0	0	0
39350us	0	0	0	0
39360us	1	0	0	0
39370us	0	0	0	0
39380us	1	0	0	0
39390us	0	0	0	0
39400us	1	0	0	0
39410us	0	0	0	0
39420us	1	0	0	0
39430us	0	0	0	0
39440us	1	0	0	0
39450us	0	0	0	0
39460us	1	0	0	0
39470us	0	0	0	0
39480us	1	0	0	0
39490us	0	0	0	0
39500us	1	0	0	0
39510us	0	0	0	0
39520us	1	0	0	0
39530us	0	0	0	0
39540us	1	0	0	0
39550us	0	0	0	0
39560us	1	0	0	0
39570us	0	0	0	0
39580us	1	0	0	0
39590us	0	0	0	0
39600us	1	0	0	0
39610us	0	0	0	0
39620us	1	0	0	0
39630us	0	0	0	0
39640us	1	0	0	0
39650us	0	0	0	0
39660us	1	0	0	0
39670us	0	0	0	0
39680us	1	0	0	0
39690us	0	0	0	0
39700us	1	0	0	0
39710us	0	0	0	0
39720us	1	0	0	0
39730us	0	0	0	0
39740us	1	0	0	0
39750us	0	0	0	0
39760us	1	0	0	0
39770us	0	0	0	0
39780us	1	0	0	0
39790us	0	0	0	0
39800us	1	0	0	0
39810us	0	0	0	0
39820us	1	0	0	0
39830us	0	0	0	0
39840us	1	0	0	0
39850us	0	0	0	0
39860us	1	0	0	0
39870us	0	0	0	0
39880us	1	0	0	0
39890us	0	0	0	0
39900us	1	0	0	0
39910us	0	0	0	0
39920us	1	0	0	0
39930us	0	0	0	0
39940us	1	0	0	0
39950us	0	0	0	0
39960us	1	0	0	0
39970us	0	0	0	0
39980us	1	0	0	0
39990us	0	0	0	0
40000us	1	0	0	0
40010us	0	0	0	0
40020us	1	0	0	0
40030us	0	0	0	0
40040us	1	1	1	1
40050us	0	1	1	1
40060us	1	1	1	1
40070us	0	1	1	1
40080us	1	1	1	1
40090us	0	1	1	1
40100us	1	1	1	1
40110us	0	1	1	1
40120us	1	1	1	1
40130us	0	1	1	1
40140us	1	1	1	1
40150us	0	1	1	1
40160us	1	1	1	1
40170us	0	1	1	1
40180us	1	1	1	1
40190us	0	1	1	1
40200us	1	1	1	1
40210us	0	1	1	1
40220us	1	1	1	1
40230us	0	1	1	1
40240us	1	1	1	1
40250us	0	1	1	1
40260us	1	1	1	1
40270us	0	1	1	1
40280us	1	1	1	1
40290us	0	1	1	1
40300us	1	1	1	1
40310us	0	1	1	1
40320us	1	1	1	1
40330us	0	1	1	1
40340us	1	1	1	1
40350us	0	1	1	1
40360us	1	1	1	1
40370us	0	1	1	1
40380us	1	1	1	1
40390us	0	1	1	1
40400us	1	1	1	1
40410us	0	1	1	1
40420us	1	1	1	1
40430us	0	1	1	1
40440us	1	1	1	1
40450us	0	1	1	1
40460us	1	1	1	1
40470us	0	1	1	1
40480us	1	1	1	1
40490us	0	1	1	1
40500us	1	1	1	1
40510us	0	1	1	1
40520us	1	1	1	1
40530us	0	1	1	1
40540us	1	1	1	1
40550us	0	1	1	1
40560us	1	1	1	1
40570us	0	1	1	1
40580us	1	1	1	1
40590us	0	1	1	1
40600us	1	1	1	1
40610us	0	1	1	1
40620us	1	1	1	1
40630us	0	1	1	1
40640us	1	1	1	1
40650us	0	1	1	1
40660us	1	1	1	1
40670us	0	1	1	1
40680us	1	1	1	1
40690us	0	1	1	1
40700us	1	1	1	1
40710us	0	1	1	1
40720us	1	1	1	1
40730us	0	1	1	1
40740us	1	1	1	1
40750us	0	1	1	1
40760us	1	1	1	1
40770us	0	1	1	1
40780us	1	1	1	1
40790us	0	1	1	1
40800us	1	1	1	1
40810us	0	1	1	1
40820us	1	1	1	1
40830us	0	1	1	1
40840us	1	1	1	1
40850us	0	1	1	1
40860us	1	1	1	1
40870us	0	1	1	1
40880us	1	1	1	1
40890us	0	1	1	1
40900us	1	1	1	1
40910us	0	1	1	1
40920us	1	1	1	1
40930us	0	1	1	1
40940us	1	1	1	1
40950us	0	1	1	1
40960us	1	1	1	1
40970us	0	1	1	1
40980us	1	1	1	1
40990us	0	1	1	1
41000us	1	1	1	1
41010us	0	1	1	1
41020us	1	1	1	1
41030us	0	1	1	1
41040us	1	0	1	1
41050us	0	0	1	1
41060us	1	0	1	1
41070us	0	0	1	1
41080us	1	0	1	1
41090us	0	0	1	1
41100us	1	0	1	1
41110us	0	0	1	1
41120us	1	0	1	1
41130us	0	0	1	1
41140us	1	0	1	1
41150us	0	0	1	1
41160us	1	0	1	1
41170us	0	0	1	1
41180us	1	0	1	1
41190us	0	0	1	1
41200us	1	0	1	1
41210us	0	0	1	1
41220us	1	0	1	1
41230us	0	0	1	1
41240us	1	0	1	1
41250us	0	0	1	1
41260us	1	0	1	1
41270us	0	0	1	1
41280us	1	0	1	1
41290us	0	0	1	1
41300us	1	0	1	1
41310us	0	0	1	1
41320us	1	0	1	1
41330us	0	0	1	1
41340us	1	0	1	1
41350us	0	0	1	1
41360us	1	0	1	1
41370us	0	0	1	1
41380us	1	0	1	1
41390us	0	0	1	1
41400us	1	0	1	1
41410us	0	0	1	1
41420us	1	0	1	1
41430us	0	0	1	1
41440us	1	0	1	1
41450us	0	0	1	1
41460us	1	0	1	1
41470us	0	0	1	1
41480us	1	0	1	1
41490us	0	0	1	1
41500us	1	0	1	1
41510us	0	0	1	1
41520us	1	0	1	1
41530us	0	0	1	1
41540us	1	0	1	1
41550us	0	0	1	1
41560us	1	0	0	1
41570us	0	0	0	1
41580us	1	0	0	1
41590us	0	0	0	1
41600us	1	0	0	1
41610us	0	0	0	1
41620us	1	0	0	1
41630us	0	0	0	1
41640us	1	0	0	1
41650us	0	0	0	1
41660us	1	0	0	1
41670us	0	0	0	1
41680us	1	0	0	1
41690us	0	0	0	1
41700us	1	0	0	1
41710us	0	0	0	1
41720us	1	0	0	1
41730us	0	0	0	1
41740us	1	0	0	1
41750us	0	0	0	1
41760us	1	0	0	1
41770us	0	0	0	1
41780us	1	0	0	1
41790us	0	0	0	1
41800us	1	0	0	1
41810us	0	0	0	1
41820us	1	0	0	1
41830us	0	0	0	1
41840us	1	0	0	1
41850us	0	0	0	1
41860us	1	0	0	1
41870us	0	0	0	1
41880us	1	0	0	1
41890us	0	0	0	1
41900us	1	0	0	1
41910us	0	0	0	1
41920us	1	0	0	1
41930us	0	0	0	1
41940us	1	0	0	1
41950us	0	0	0	1
41960us	1	0	0	1
41970us	0	0	0	1
41980us	1	0	0	1
41990us	0	0	0	1
42000us	1	0	0	1
42010us	0	0	0	1
42020us	1	0	0	1
42030us	0	0	0	1
42040us	1	0	0	0
42050us	0	0	0	0
42060us	1	0	0	0
42070us	0	0	0	0
42080us	1	0	0	0
42090us	0	0	0	0
42100us	1	0	0	0
42110us	0	0	0	0
42120us	1	0	0	0
42130us	0	0	0	0
42140us	1	0	0	0
42150us	0	0	0	0
42160us	1	0	0	0
42170us	0	0	0	0
42180us	1	0	0	0
42190us	0	0	0	0
42200us	1	0	0	0
42210us	0	0	0	0
42220us	1	0	0	0
42230us	0	0	0	0
42240us	1	0	0	0
42250us	0	0	0	0
42260us	1	0	0	0
42270us	0	0	0	0
42280us	1	0	0	0
42290us	0	0	0	0
42300us	1	0	0	0
42310us	0	0	0	0
42320us	1	0	0	0
42330us	0	0	0	0
42340us	1	0	0	0
42350us	0	0	0	0
42360us	1	0	0	0
42370us	0	0	0	0
42380us	1	0	0	0
42390us	0	0	0	0
42400us	1	0	0	0
42410us	0	0	0	0
42420us	1	0	0	0
42430us	0	0	0	0
42440us	1	0	0	0
42450us	0	0	0	0
42460us	1	0	0	0
42470us	0	0	0	0
42480us	1	0	0	0
42490us	0	0	0	0
42500us	1	0	0	0
42510us	0	0	0	0
42520us	1	0	0	0
42530us	0	0	0	0
42540us	1	0	0	0
42550us	0	0	0	0
42560us	1	0	0	0
42570us	0	0	0	0
42580us	1	0	0	0
42590us	0	0	0	0
42600us	1	0	0	0
42610us	0	0	0	0
42620us	1	0	0	0
42630us	0	0	0	0
42640us	1	0	0	0
42650us	0	0	0	0
42660us	1	0	0	0
42670us	0	0	0	0
42680us	1	0	0	0
42690us	0	0	0	0
42700us	1	0	0	0
42710us	0	0	0	0
42720us	1	0	0	0
42730us	0	0	0	0
42740us	1	0	0	0
42750us	0	0	0	0
42760us	1	0	0	0
42770us	0	0	0	0
42780us	1	0	0	0
42790us	0	0	0	0
42800us	1	0	0	0
42810us	0	0	0	0
42820us	1	0	0	0
42830us	0	0	0	0
42840us	1	0	0	0
42850us	0	0	0	0
42860us	1	0	0	0
42870us	0	0	0	0
42880us	1	0	0	0
42890us	0	0	0	0
42900us	1	0	0	0
42910us	0	0	0	0
42920us	1	0	0	0
42930us	0	0	0	0
42940us	1	0	0	0
42950us	0	0	0	0
42960us	1	0	0	0
42970us	0	0	0	0
42980us	1	0	0	0
42990us	0	0	0	0
43000us	1	0	0	0
43010us	0	0	0	0
43020us	1	0	0	0
43030us	0	0	0	0
43040us	1	0	0	0
43050us	0	0	0	0
43060us	1	0	0	0
43070us	0	0	0	0
43080us	1	0	0	0
43090us	0	0	0	0
43100us	1	0	0	0
43110us	0	0	0	0
43120us	1	0	0	0
43130us	0	0	0	0
43140us	1	0	0	0
43150us	0	0	0	0
43160us	1	0	0	0
43170us	0	0	0	0
43180us	1	0	0	0
43190us	0	0	0	0
43200us	1	0	0	0
43210us	0	0	0	0
43220us	1	0	0	0
43230us	0	0	0	0
43240us	1	0	0	0
43250us	0	0	0	0
43260us	1	0	0	0
43270us	0	0	0	0
43280us	1	0	0	0
43290us	0	0	0	0
43300us	1	0	0	0
43310us	0	0	0	0
43320us	1	0	0	0
43330us	0	0	0	0
43340us	1	0	0	0
43350us	0	0	0	0
43360us	1	0	0	0
43370us	0	0	0	0
43380us	1	0	0	0
43390us	0	0	0	0
43400us	1	0	0	0
43410us	0	0	0	0
43420us	1	0	0	0
43430us	0	0	0	0
43440us	1	0	0	0
43450us	0	0	0	0
43460us	1	0	0	0
43470us	0	0	0	0
43480us	1	0	0	0
43490us	0	0	0	0
43500us	1	0	0	0
43510us	0	0	0	0
43520us	1	0	0	0
43530us	0	0	0	0
43540us	1	0	0	0
43550us	0	0	0	0
43560us	1	0	0	0
43570us	0	0	0	0
43580us	1	0	0	0
43590us	0	0	0	0
43600us	1	0	0	0
43610us	0	0	0	0
43620us	1	0	0	0
43630us	0	0	0	0
43640us	1	0	0	0
43650us	0	0	0	0
43660us	1	0	0	0
43670us	0	0	0	0
43680us	1	0	0	0
43690us	0	0	0	0
43700us	1	0	0	0
43710us	0	0	0	0
43720us	1	0	0	0
43730us	0	0	0	0
43740us	1	0	0	0
43750us	0	0	0	0
43760us	1	0	0	0
43770us	0	0	0	0
43780us	1	0	0	0
43790us	0	0	0	0
43800us	1	0	0	0
43810us	0	0	0	0
43820us	1	0	0	0
43830us	0	0	0	0
43840us	1	0	0	0
43850us	0	0	0	0
43860us	1	0	0	0
43870us	0	0	0	0
43880us	1	0	0	0
43890us	0	0	0	0
43900us	1	0	0	0
43910us	0	0	0	0
43920us	1	0	0	0
43930us	0	0	0	0
43940us	1	0	0	0
43950us	0	0	0	0
43960us	1	0	0	0
43970us	0	0	0	0
43980us	1	0	0	0
43990us	0	0	0	0
44000us	1	0	0	0
44010us	0	0	0	0
44020us	1	0	0	0
44030us	0	0	0	0
44040us	1	0	0	0
44050us	0	0	0	0
44060us	1	0	0	0
44070us	0	0	0	0
44080us	1	0	0	0
44090us	0	0	0	0
44100us	1	0	0	0
44110us	0	0	0	0
44120us	1	0	0	0
44130us	0	0	0	0
44140us	1	0	0	0
44150us	0	0	0	0
44160us	1	0	0	0
44170us	0	0	0	0
44180us	1	0	0	0
44190us	0	0	0	0
44200us	1	0	0	0
44210us	0	0	0	0
44220us	1	0	0	0
44230us	0	0	0	0
44240us	1	0	0	0
44250us	0	0	0	0
44260us	1	0	0	0
44270us	0	0	0	0
44280us	1	0	0	0
44290us	0	0	0	0
44300us	1	0	0	0
44310us	0	0	0	0
44320us	1	0	0	0
44330us	0	0	0	0
44340us	1	0	0	0
44350us	0	0	0	0
44360us	1	0	0	0
44370us	0	0	0	0
44380us	1	0	0	0
44390us	0	0	0	0
44400us	1	0	0	0
44410us	0	0	0	0
44420us	1	0	0	0
44430us	0	0	0	0
44440us	1	0	0	0
44450us	0	0	0	0
44460us	1	0	0	0
44470us	0	0	0	0
44480us	1	0	0	0
44490us	0	0	0	0
44500us	1	0	0	0
44510us	0	0	0	0
44520us	1	0	0	0
44530us	0	0	0	0
44540us	1	0	0	0
44550us	0	0	0	0
44560us	1	0	0	0
44570us	0	0	0	0
44580us	1	0	0	0
44590us	0	0	0	0
44600us	1	0	0	0
44610us	0	0	0	0
44620us	1	0	0	0
44630us	0	0	0	0
44640us	1	0	0	0
44650us	0	0	0	0
44660us	1	0	0	0
44670us	0	0	0	0
44680us	1	0	0	0
44690us	0	0	0	0
44700us	1	0	0	0
44710us	0	0	0	0
44720us	1	0	0	0
44730us	0	0	0	0
44740us	1	0	0	0
44750us	0	0	0	0
44760us	1	0	0	0
44770us	0	0	0	0
44780us	1	0	0	0
44790us	0	0	0	0
44800us	1	0	0	0
44810us	0	0	0	0
44820us	1	0	0	0
44830us	0	0	0	0
44840us	1	0	0	0
44850us	0	0	0	0
44860us	1	0	0	0
44870us	0	0	0	0
44880us	1	0	0	0
44890us	0	0	0	0
44900us	1	0	0	0
44910us	0	0	0	0
44920us	1	0	0	0
44930us	0	0	0	0
44940us	1	0	0	0
44950us	0	0	0	0
44960us	1	0	0	0
44970us	0	0	0	0
44980us	1	0	0	0
44990us	0	0	0	0
45000us	1	0	0	0
